id,ra_deg,dec_deg,magnitude
HIP54388,166.915302,23.323834,6.480
HIP54430,167.065802,-29.972581,6.470
HIP54461,167.141579,-61.947160,5.110
HIP54463,167.147403,-58.975022,3.930
HIP54477,167.182745,-28.080834,5.430
HIP54487,167.204618,24.658509,5.700
HIP54522,167.329128,36.309211,5.710
HIP54537,167.409809,43.207689,5.890
HIP54539,167.415287,44.498285,3.000
HIP54540,167.414448,67.210006,6.070
HIP54561,167.472618,-32.367747,5.790
HIP54673,167.872787,-71.436159,6.340
HIP54682,167.914568,-22.826576,4.460
HIP54688,167.931862,14.400056,6.300
HIP54703,167.990792,-26.805997,6.430
HIP54708,168.014166,-58.423361,6.240
HIP54718,168.042004,-46.266720,6.270
HIP54721,168.046016,68.271918,6.400
HIP54725,168.061721,-32.433695,6.350
HIP54742,168.126402,-18.500050,6.110
HIP54745,168.132684,35.812966,6.410
HIP54746,168.136749,-49.100748,5.370
HIP54749,168.145107,-21.749304,6.390
HIP54751,168.149982,-60.317608,4.590
HIP54767,168.187726,-64.169730,5.220
HIP54783,168.236059,-49.736043,6.120
HIP54811,168.311134,-44.372202,5.770
HIP54829,168.378176,-59.619322,5.740
HIP54840,168.413963,-53.231539,5.750
HIP54842,168.416926,41.088957,6.330
HIP54849,168.439446,-0.069482,5.400
HIP54863,168.507989,8.059909,5.790
HIP54872,168.528196,20.522757,2.560
HIP54879,168.559574,15.428986,3.330
HIP54929,168.725352,-43.733689,6.220
HIP54951,168.800777,23.095432,4.560
HIP55003,168.927974,-57.355922,6.420
HIP55016,168.966293,13.307533,5.310
HIP55068,169.114596,-45.879506,6.300
HIP55084,169.164627,-3.651864,4.450
HIP55086,169.173520,49.476169,5.880
HIP55106,169.242352,-7.134632,6.110
HIP55130,169.299411,-38.014299,6.240
HIP55133,169.309192,-41.934393,6.460
HIP55137,169.322911,2.009504,5.180
HIP55140,169.329562,-67.823564,6.060
HIP55164,169.411703,-34.737472,6.440
HIP55219,169.619511,33.094509,3.490
HIP55225,169.645033,-79.668799,6.350
HIP55249,169.728709,1.649983,5.900
HIP55266,169.782425,38.185056,4.760
HIP55280,169.814288,-64.582168,5.990
HIP55282,169.834257,-14.777020,3.560
HIP55308,169.901673,-75.142459,6.260
HIP55332,169.960662,-72.958334,6.460
HIP55350,170.016696,-71.994349,6.410
HIP55412,170.224713,67.100365,6.200
HIP55425,170.251307,-54.491035,3.900
HIP55434,170.283461,6.029228,4.050
HIP55485,170.454695,57.074900,6.430
HIP55497,170.485093,-77.608431,6.430
HIP55528,170.595871,-44.646157,6.100
HIP55560,170.706256,43.482601,4.990
HIP55564,170.713454,64.330773,6.020
HIP55581,170.783515,-56.779313,5.820
HIP55588,170.802613,-36.164774,5.000
HIP55595,170.824508,0.131991,6.050
HIP55597,170.838852,-64.954662,5.090
HIP55598,170.838847,-18.780187,5.080
HIP55642,170.982094,10.528936,4.000
HIP55645,170.985781,-57.880569,6.500
HIP55650,171.009569,1.407770,5.390
HIP55657,171.045872,-72.256626,5.550
HIP55667,171.091820,-42.669107,6.130
HIP55687,171.152279,-10.859143,4.810
HIP55705,171.219780,-17.683986,4.060
HIP55716,171.244769,11.430238,5.800
HIP55756,171.371800,-36.062932,5.210
HIP55763,171.387542,-37.747659,5.870
HIP55765,171.400482,16.456503,5.580
HIP55779,171.425481,-63.972957,5.180
HIP55791,171.457952,3.859854,6.350
HIP55797,171.487157,55.850818,5.730
HIP55821,171.606194,33.450737,6.330
HIP55831,171.647399,-61.115154,5.220
HIP55846,171.683491,3.014441,6.490
HIP55849,171.696502,-53.159792,5.800
HIP55874,171.788919,-12.356574,5.930
HIP55941,171.973526,-1.699923,6.230
HIP55945,171.984458,2.856188,4.950
HIP55953,171.994538,-35.328850,6.440
HIP55979,172.076233,-72.474002,6.090
HIP56000,172.145848,-42.674157,5.140
HIP56034,172.266703,39.337071,5.300
HIP56035,172.267542,61.780132,5.830
HIP56050,172.312982,-63.553928,6.450
HIP56078,172.410513,-24.463868,5.770
HIP56080,172.424141,15.412918,5.740
HIP56083,172.430488,56.737324,6.290
HIP56127,172.578866,-3.003627,4.770
HIP56135,172.603383,46.657737,6.300
HIP56146,172.620343,18.409992,5.540
HIP56148,172.629268,43.173844,5.940
HIP56170,172.718450,47.928364,6.400
HIP56201,172.812607,-61.278448,6.280
HIP56211,172.850247,69.330938,3.820
HIP56242,172.934804,14.363116,6.270
HIP56243,172.941901,-59.442053,5.070
HIP56245,172.947225,-20.776183,6.240
HIP56250,172.953249,-59.515643,5.120
HIP56253,172.955597,81.127509,6.120
HIP56280,173.068179,-29.259959,4.930
HIP56287,173.083318,-66.961789,5.890
HIP56290,173.086239,61.081820,5.460
HIP56293,173.096347,-26.746660,6.150
HIP56318,173.198014,-7.827520,5.940
HIP56319,173.199671,-40.435763,5.640
HIP56332,173.225305,-31.087196,5.130
HIP56343,173.248758,-31.857931,3.540
HIP56364,173.311908,-16.280706,6.050
HIP56388,173.401609,2.498917,6.490
HIP56391,173.404244,-40.586438,5.390
HIP56410,173.483425,36.815243,6.380
HIP56445,173.590121,3.059409,5.760
HIP56452,173.617292,-32.825276,5.960
HIP56473,173.676982,16.796911,5.950
HIP56480,173.689625,-54.263969,4.620
HIP56497,173.735155,-49.135105,5.500
HIP56500,173.745106,-4.361628,6.430
HIP56508,173.765195,20.441536,6.450
HIP56510,173.770561,54.785552,5.630
HIP56518,173.804501,-47.372637,5.640
HIP56550,173.926303,-61.287859,6.230
HIP56561,173.944896,-63.019892,3.110
HIP56573,173.981936,-47.642014,5.260
HIP56583,174.013437,69.322022,5.190
HIP56601,174.074969,27.781499,5.800
HIP56606,174.093028,-61.052420,5.840
HIP56620,174.145849,-33.570307,5.710
HIP56632,174.169448,-37.237167,6.300
HIP56633,174.170032,-9.802226,4.700
HIP56647,174.237220,-0.823429,4.300
HIP56656,174.249284,-61.283429,5.140
HIP56657,174.254990,-32.988754,6.320
HIP56675,174.312237,-75.896553,5.640
HIP56700,174.390959,-47.747102,5.460
HIP56716,174.426362,77.595715,6.490
HIP56727,174.450278,-67.620456,5.940
HIP56731,174.470376,50.618016,6.140
HIP56754,174.529598,-61.826589,5.150
HIP56756,174.540525,8.883836,6.180
HIP56769,174.584763,-63.372736,6.460
HIP56770,174.584354,43.625172,5.560
HIP56775,174.599998,-2.435790,6.220
HIP56779,174.615005,8.134344,5.240
HIP56784,174.634537,33.625728,6.290
HIP56789,174.639294,46.834008,6.090
HIP56802,174.667488,-13.201014,5.480
HIP56809,174.681496,45.108525,6.290
HIP56816,174.704912,64.346973,6.490
HIP56830,174.752079,-24.722861,6.400
HIP56862,174.872901,-65.397818,5.010
HIP56899,174.959595,-16.620292,6.170
HIP56901,174.962738,-14.468582,6.210
HIP56922,175.052920,-34.744674,4.700
HIP56944,175.114175,57.970497,6.350
HIP56961,175.154098,-62.568098,6.320
HIP56970,175.176884,-53.968783,5.950
HIP56975,175.195647,21.352391,5.260
HIP56986,175.223284,-62.090093,4.930
HIP56996,175.252853,-83.099862,6.320
HIP56997,175.262441,34.198834,5.310
HIP57001,175.282538,-29.194613,6.440
HIP57013,175.331709,-43.095636,5.540
HIP57029,175.389854,31.746283,5.730
HIP57045,175.431016,55.172065,6.280
HIP57047,175.433067,-32.499650,5.200
HIP57079,175.514637,-20.294564,6.210
HIP57092,175.563107,-75.227360,6.480
HIP57111,175.617496,66.745202,5.320
HIP57137,175.732593,-79.306470,6.380
HIP57165,175.863109,-37.190316,5.980
HIP57175,175.879887,-62.489388,5.000
HIP57211,175.970347,-62.878392,6.100
HIP57214,175.980087,-6.677469,6.050
HIP57240,176.054739,25.218399,6.020
HIP57283,176.190946,-18.350855,4.710
HIP57322,176.302422,-49.069763,6.260
HIP57328,176.321439,8.257951,4.840
HIP57363,176.400244,-66.728519,3.630
HIP57371,176.432800,-45.690099,5.280
HIP57380,176.464684,6.528051,4.040
HIP57399,176.511209,47.779615,3.690
HIP57439,176.628146,-61.178517,4.110
HIP57443,176.615812,-40.497384,4.890
HIP57477,176.731915,55.627955,5.270
HIP57497,176.779726,-35.907074,6.160
HIP57507,176.813704,-30.288185,6.480
HIP57512,176.829459,-57.696351,5.420
HIP57562,176.978364,8.245984,5.310
HIP57565,176.995289,20.218901,4.500
HIP57581,177.061025,-66.815030,4.750
HIP57587,177.097068,-10.313908,6.240
HIP57606,177.160511,14.284248,5.900
HIP57613,177.187572,-26.749848,5.100
HIP57629,177.253828,-0.318645,6.150
HIP57632,177.261150,14.571222,2.140
HIP57646,177.311903,16.242485,6.050
HIP57669,177.420856,-63.788445,4.300
HIP57670,177.422809,34.931814,5.730
HIP57696,177.485759,-70.225804,4.980
HIP57732,177.581675,-15.863548,6.130
HIP57741,177.613569,-62.649374,5.680
HIP57749,177.654255,-27.277883,6.480
HIP57757,177.679287,1.762722,3.590
HIP57779,177.729560,12.279237,6.370
HIP57791,177.759307,-5.333326,5.620
HIP57803,177.785529,-45.173533,4.470
HIP57805,177.789582,33.375164,6.250
HIP57819,177.839458,-12.187476,6.340
HIP57841,177.923295,-30.836968,5.850
HIP57851,177.962952,-65.205958,4.890
HIP57870,178.041611,-56.987482,5.560
HIP57936,178.226680,-33.908106,4.290
HIP57939,178.279558,37.675889,6.420
HIP57971,178.361034,-35.066865,6.170
HIP58001,178.458860,53.694842,2.410
HIP58002,178.459177,0.552136,6.310
HIP58041,178.547808,-57.410219,6.050
HIP58057,178.604693,-37.748514,6.460
HIP58082,178.677640,-25.713345,5.260
HIP58085,178.686207,-66.376680,6.380
HIP58103,178.749935,-63.279184,5.890
HIP58110,178.762828,8.444057,5.580
HIP58119,178.808030,36.756039,6.470
HIP58158,178.917242,-28.477303,5.930
HIP58159,178.918967,15.646844,5.530
HIP58177,178.978750,-39.689643,6.130
HIP58181,178.993483,56.598551,5.830
HIP58188,179.003607,-17.150890,5.170
HIP58242,179.181763,-47.072209,6.260
HIP58259,179.221419,61.548894,6.220
HIP58272,179.265182,-33.315499,6.200
HIP58326,179.416388,-62.448786,5.590
HIP58369,179.529001,32.273448,6.420
HIP58379,179.563184,-56.317297,5.440
HIP58427,179.698503,-64.339571,5.590
HIP58436,179.726337,-25.909022,6.420
HIP58445,179.763418,0.530898,6.180
HIP58450,179.788972,-10.475668,6.490
HIP58452,179.794213,-45.832282,6.360
HIP58453,179.795096,-51.696799,6.040
HIP58460,179.823074,33.166952,5.950
HIP58469,179.856676,-62.830941,6.340
HIP58484,179.905453,-78.221901,4.880
HIP58510,179.986987,3.655135,5.360
HIP58512,179.988734,34.034984,6.490
HIP58545,180.075336,80.852910,6.210
HIP58574,180.175864,-21.837563,6.280
HIP58576,180.186268,-10.449572,5.540
HIP58587,180.213033,-19.658933,5.280
HIP58590,180.218293,6.614103,4.650
HIP58603,180.257089,-1.768710,6.320
HIP58642,180.370963,-57.503898,6.160
HIP58654,180.413777,36.041506,5.590
HIP58684,180.525104,43.046010,5.220
HIP58697,180.580565,-85.631746,6.050
HIP58706,180.617518,-71.488900,6.410
HIP58720,180.656416,-69.192339,5.890
HIP58741,180.715006,-7.683504,6.240
HIP58758,180.754205,-63.312885,4.320
HIP58803,180.917823,-42.434872,5.150
HIP58809,180.934073,5.557138,6.390
HIP58810,180.935152,-74.214127,6.440
HIP58858,181.069433,21.459120,5.890
HIP58859,181.069239,-51.472605,6.480
HIP58867,181.079840,-63.165711,4.720
HIP58874,181.113468,85.587802,6.270
HIP58884,181.161407,-68.328959,5.340
HIP58901,181.188088,-59.253406,6.300
HIP58905,181.191793,-76.518716,5.040
HIP58921,181.238080,-60.968293,5.950
HIP58948,181.300614,8.733408,4.120
HIP58952,181.316548,76.905054,5.780
HIP58989,181.414775,62.932593,6.140
HIP59003,181.473329,-65.546889,6.300
HIP59008,181.485811,-35.693906,6.230
HIP59010,181.499016,-3.131737,6.370
HIP59021,181.521010,-32.962661,6.490
HIP59046,181.582939,-68.651417,6.230
HIP59050,181.595137,-65.709535,5.950
HIP59072,181.720893,-64.614006,4.140
HIP59151,181.955784,-75.366879,5.170
HIP59173,182.021424,-50.661351,4.460
HIP59184,182.061112,-48.692539,5.340
HIP59196,182.089097,-50.722472,2.580
HIP59200,182.103004,-60.847126,6.220
HIP59199,182.104187,-24.729165,4.020
HIP59229,182.223731,-44.326301,5.750
HIP59232,182.227337,-41.231666,5.510
HIP59285,182.422435,1.896561,5.950
HIP59291,182.446006,74.661374,6.340
HIP59307,182.510237,-34.704759,6.160
HIP59309,182.513058,5.807143,5.720
HIP59316,182.530620,-22.619688,3.020
HIP59352,182.631628,16.809255,6.400
HIP59353,182.641300,-37.870594,6.070
HIP59364,182.691979,27.281434,6.010
HIP59384,182.748993,81.709819,6.000
HIP59389,182.755108,-68.261063,6.480
HIP59394,182.765489,-23.602575,5.450
HIP59396,182.769806,-61.277560,6.080
HIP59439,182.879119,-51.359802,6.230
HIP59449,182.912522,-52.368595,3.970
HIP59458,182.937224,57.054298,6.340
HIP59468,182.962938,25.870053,5.660
HIP59489,183.004784,28.535858,6.470
HIP59501,183.038603,20.541937,5.600
HIP59504,183.050026,77.616390,5.140
HIP59517,183.091506,-62.950774,5.910
HIP59551,183.195779,-70.151789,6.050
HIP59588,183.303614,-34.125227,6.340
HIP59607,183.354070,-38.929274,5.770
HIP59608,183.357373,10.262282,5.850
HIP59622,183.403449,-33.793033,6.340
HIP59647,183.485150,-78.574079,6.340
HIP59654,183.510904,-45.723887,5.310
HIP59678,183.570449,-64.408518,6.200
HIP59708,183.680649,53.434491,6.180
HIP59728,183.748271,-20.844179,5.820
HIP59742,183.776429,-29.237450,6.500
HIP59746,183.784959,70.199800,5.720
HIP59747,183.785885,-58.749007,2.790
HIP59750,183.794234,-10.319853,6.110
HIP59767,183.831075,87.700497,6.270
HIP59774,183.857691,57.032674,3.320
HIP59785,183.873815,-41.914610,6.240
HIP59796,183.922709,72.551011,6.290
HIP59803,183.950323,-17.541765,2.580
HIP59819,184.000171,14.898846,5.090
HIP59831,184.031611,40.659944,5.690
HIP59847,184.085364,23.945365,4.930
HIP59851,184.098602,-72.614619,6.210
HIP59856,184.125118,33.060704,4.990
HIP59879,184.231221,86.435745,6.330
HIP59895,184.263507,-16.693721,6.050
HIP59898,184.275753,-65.693027,6.060
HIP59920,184.373738,53.190996,5.800
HIP59923,184.377126,28.937448,5.710
HIP59929,184.389218,-67.960930,4.060
HIP59941,184.434683,15.144396,6.360
HIP59950,184.446587,-36.094034,6.150
HIP60000,184.585669,-79.312152,4.240
HIP60009,184.608913,-64.003147,4.060
HIP60018,184.632368,30.248176,6.230
HIP60030,184.668232,-0.787303,5.900
HIP60044,184.707479,75.160593,5.470
HIP60059,184.748213,-55.143083,5.010
HIP60066,184.758339,26.008282,6.440
HIP60087,184.829865,23.034605,6.260
HIP60098,184.871405,28.155991,6.380
HIP60122,184.952823,48.984198,5.280
HIP60129,184.976055,-0.666973,3.890
HIP60157,185.044052,-22.175923,5.940
HIP60168,185.072851,26.002015,6.160
HIP60170,185.081451,26.618669,5.520
HIP60172,185.085249,3.312111,4.970
HIP60183,185.117010,-65.842735,6.200
HIP60189,185.139328,-22.216105,5.200
HIP60197,185.172480,27.053659,6.320
HIP60202,185.178442,17.793519,4.720
HIP60210,185.202593,15.541045,6.470
HIP60212,185.212576,57.863599,5.540
HIP60221,185.232096,-13.565648,5.140
HIP60260,185.337916,-60.400471,3.590
HIP60305,185.483809,47.182028,6.330
HIP60308,185.489152,-56.374391,5.910
HIP60320,185.530093,-67.522143,5.150
HIP60327,185.544683,24.773833,6.210
HIP60329,185.550086,-68.307670,5.730
HIP60351,185.626217,25.846095,4.780
HIP60353,185.632259,5.305053,6.460
HIP60379,185.705526,-57.676226,5.380
HIP60417,185.796306,-67.629654,6.360
HIP60418,185.814255,-4.974714,6.470
HIP60421,185.828226,-11.812194,6.480
HIP60425,185.839776,-24.840813,5.660
HIP60449,185.897238,-35.412732,5.320
HIP60454,185.902896,-39.302324,6.390
HIP60463,185.935940,-38.911473,5.790
HIP60467,185.945154,42.542849,6.030
HIP60468,185.949372,-30.335505,6.390
HIP60485,186.006366,51.562340,4.760
HIP60514,186.076969,26.098583,5.170
HIP60525,186.111629,25.582326,6.410
HIP60549,186.185715,-41.384804,6.240
HIP60584,186.263209,56.777736,5.820
HIP60589,186.276296,63.802801,6.310
HIP60591,186.284272,-42.514476,6.100
HIP60595,186.298582,-11.610825,5.950
HIP60599,186.313403,23.925900,6.030
HIP60601,186.322130,-65.770583,6.290
HIP60603,186.326735,-27.749011,6.090
HIP60610,186.340225,-35.186465,5.710
HIP60638,186.408947,-86.150661,6.320
HIP60646,186.461560,39.018366,5.010
HIP60697,186.600147,27.268160,4.920
HIP60699,186.598039,71.929655,6.330
HIP60710,186.632003,-51.450707,4.820
HIP60718,186.649090,-63.099200,0.770
HIP60729,186.694209,-48.913774,6.250
HIP60735,186.715331,-32.830342,5.560
HIP60742,186.733793,28.267827,4.350
HIP60746,186.746979,26.825631,4.980
HIP60771,186.853255,-63.789066,6.020
HIP60780,186.870135,-58.316342,6.350
HIP60781,186.870071,-58.991717,5.380
HIP60795,186.896036,55.712640,5.680
HIP60804,186.925501,8.610261,6.360
HIP60809,186.955946,-16.631815,6.300
HIP60813,186.964144,-4.615260,6.230
HIP60823,187.009591,-50.230726,3.910
HIP60851,187.079760,-64.341076,6.050
HIP60855,187.093348,-39.041275,5.450
HIP60861,187.106762,-61.794875,6.210
HIP60870,187.137338,-56.409482,6.150
HIP60904,187.227780,25.912742,5.290
HIP60941,187.362529,24.108939,5.470
HIP60957,187.430356,20.895879,5.680
HIP60965,187.464473,-16.516457,2.940
HIP60969,187.475897,-56.524852,5.780
HIP60978,187.488067,58.406395,5.370
HIP60979,187.491244,-41.736019,6.000
HIP60988,187.508757,51.535817,6.210
HIP60992,187.518113,58.767663,6.070
HIP60994,187.517926,-13.393583,6.370
HIP60998,187.526712,69.200707,5.010
HIP61015,187.572486,-23.696414,5.630
HIP61053,187.709113,53.077948,6.200
HIP61071,187.752248,24.567102,5.470
HIP61084,187.791814,-57.115158,1.590
HIP61103,187.839084,7.604387,6.050
HIP61134,187.911112,-5.052365,6.190
HIP61136,187.917874,-59.423948,5.490
HIP61158,187.983423,-63.505654,5.960
HIP61172,188.018084,-32.533850,6.460
HIP61174,188.014397,-16.196437,4.300
HIP61181,188.042360,-73.001095,5.880
HIP61199,188.115796,-72.133026,3.840
HIP61208,188.135627,-21.212452,6.410
HIP61212,188.148898,-13.859502,5.740
HIP61246,188.261625,10.295702,6.290
HIP61270,188.342480,-19.792739,6.260
HIP61281,188.369631,69.788322,3.850
HIP61295,188.392502,24.282921,6.280
HIP61296,188.392612,-12.829823,5.580
HIP61309,188.412337,33.247353,5.420
HIP61317,188.429251,41.359636,4.240
HIP61318,188.444177,-9.452076,5.480
HIP61320,188.447597,33.384588,6.240
HIP61328,188.494607,-49.910165,6.380
HIP61359,188.596822,-23.397171,2.650
HIP61379,188.675935,-44.674536,5.760
HIP61384,188.682875,70.021760,4.950
HIP61394,188.712397,22.629469,4.800
HIP61404,188.726679,-67.756912,6.110
HIP61418,188.782299,18.377230,5.030
HIP61420,188.784204,21.881240,5.860
HIP61443,188.869219,-61.842115,6.220
HIP61468,188.938759,-41.021937,5.120
HIP61496,188.995237,-20.527847,6.200
HIP61498,189.003799,-39.869682,5.780
HIP61557,189.193703,-50.335464,6.400
HIP61558,189.197106,-5.832041,5.880
HIP61571,189.242785,17.089407,5.700
HIP61585,189.295261,-69.135656,2.690
HIP61621,189.426793,-27.139581,5.410
HIP61622,189.423835,-48.541351,3.850
HIP61637,189.518186,3.282361,6.330
HIP61658,189.592769,1.854533,5.680
HIP61688,189.684939,-18.249904,6.000
HIP61692,189.692599,40.874563,6.350
HIP61703,189.718098,-67.193053,6.220
HIP61719,189.758754,22.659351,6.390
HIP61720,189.764100,-30.422501,5.860
HIP61724,189.779854,21.062494,5.490
HIP61738,189.810126,-75.370668,6.460
HIP61740,189.810955,-7.995746,4.660
HIP61748,189.820421,35.951940,6.390
HIP61789,189.968506,-39.987486,4.630
HIP61796,189.982212,-66.511186,6.260
HIP61910,190.315584,-13.013843,5.170
HIP61916,190.345091,-46.145139,5.840
HIP61932,190.377465,-48.959897,2.200
HIP61936,190.390892,62.712909,6.020
HIP61937,190.392511,10.426275,6.220
HIP61941,190.410634,-1.448928,2.740
HIP61951,190.454432,-19.758966,6.020
HIP61960,190.471683,10.234966,4.880
HIP61966,190.485405,-59.685845,4.910
HIP61968,190.487454,6.806535,5.570
HIP61981,190.520875,-69.407563,6.310
HIP62012,190.646492,-48.813332,4.660
HIP62026,190.706950,-55.947123,6.060
HIP62027,190.709259,-63.058650,5.270
HIP62046,190.766546,61.155567,6.390
HIP62058,190.787903,-56.176308,5.990
HIP62081,190.859658,-40.177968,6.430
HIP62084,190.867146,-58.902745,6.410
HIP62103,190.908894,-1.577545,5.910
HIP62128,190.994512,-36.349207,6.380
HIP62131,191.001968,-28.324247,5.460
HIP62170,191.109416,80.620710,6.330
HIP62172,191.112634,44.103025,6.340
HIP62207,191.244359,39.279942,5.950
HIP62212,191.258458,-68.830760,6.160
HIP62223,191.282587,45.440352,5.420
HIP62267,191.403601,7.673359,5.220
HIP62268,191.409957,-60.981795,4.690
HIP62322,191.569392,-68.108195,3.040
HIP62325,191.596001,9.536334,5.650
HIP62327,191.594274,-56.488923,4.620
HIP62356,191.661591,16.577819,5.120
HIP62360,191.692722,-33.315691,5.870
HIP62376,191.759832,5.949964,6.310
HIP62394,191.807181,11.957953,6.110
HIP62402,191.829232,62.781203,5.880
HIP62421,191.889309,-6.302063,6.270
HIP62423,191.893126,66.790269,5.430
HIP62434,191.929681,-59.688858,1.250
HIP62443,191.964144,3.572700,6.420
HIP62448,191.973203,-24.851390,6.430
HIP62478,192.059363,13.552768,6.470
HIP62500,192.108186,-27.597850,5.650
HIP62512,192.165762,60.319597,5.830
HIP62516,192.173545,48.466917,6.250
HIP62523,192.193411,24.839445,6.290
HIP62541,192.226105,14.122435,5.710
HIP62561,192.276834,83.417946,5.920
HIP62572,192.305634,83.413030,5.380
HIP62576,192.321969,27.552539,5.760
HIP62600,192.408335,48.739975,6.500
HIP62608,192.437560,-71.986303,5.550
HIP62641,192.543993,37.517098,5.870
HIP62653,192.572876,22.862919,6.430
HIP62655,192.580717,-48.459494,6.260
HIP62683,192.671277,-33.999407,4.900
HIP62703,192.740864,-52.787512,5.700
HIP62732,192.824832,-60.329797,5.710
HIP62743,192.845469,-10.338244,6.480
HIP62757,192.903435,3.056936,6.020
HIP62763,192.924596,27.540647,4.930
HIP62786,192.986966,-39.680571,5.990
HIP62788,192.990354,-26.738041,6.140
HIP62799,193.022198,-48.094258,6.310
HIP62807,193.051082,17.073907,6.320
HIP62821,193.102268,-53.829943,6.260
HIP62825,193.114244,16.122402,6.290
HIP62861,193.266291,-54.952439,5.910
HIP62867,193.277983,-48.943502,4.330
HIP62875,193.294549,-3.553123,6.110
HIP62886,193.323609,21.244707,4.890
HIP62894,193.341179,-60.328496,5.750
HIP62896,193.359776,-40.179033,4.250
HIP62904,193.382636,19.479759,6.420
HIP62915,193.408873,-4.225124,6.450
HIP62931,193.453800,-60.376257,5.890
HIP62933,193.457607,12.418157,6.250
HIP62956,193.508549,55.959755,1.760
HIP62972,193.553778,33.534711,6.250
HIP62983,193.576716,-11.648492,6.000
HIP62985,193.588049,-9.539139,4.770
HIP63003,193.648086,-57.178024,4.030
HIP63005,193.653326,-57.168750,5.080
HIP63007,193.662856,-59.146810,4.620
HIP63024,193.735343,47.196674,5.750
HIP63031,193.749127,-85.123206,5.450
HIP63033,193.741600,-44.153668,5.890
HIP63066,193.830625,-42.915825,5.460
HIP63076,193.868888,65.438250,5.230
HIP63090,193.897399,3.397081,3.390
HIP63109,193.971709,-15.327033,6.180
HIP63117,193.988001,-56.835812,5.340
HIP63121,194.000107,38.315562,5.610
HIP63125,194.004915,38.318785,2.890
HIP63143,194.072335,54.099508,5.840
HIP63165,194.131745,-72.185301,5.930
HIP63204,194.242222,-54.587461,6.480
HIP63210,194.267833,-51.198861,5.170
HIP63211,194.282390,46.176392,6.110
HIP63220,194.302671,-12.067017,6.330
HIP63243,194.387579,-22.753595,6.310
HIP63297,194.578292,64.925622,6.440
HIP63340,194.697522,75.472609,6.000
HIP63355,194.730722,17.409703,4.760
HIP63414,194.914294,-3.811878,5.790
HIP63432,194.977385,66.597164,5.370
HIP63462,195.068455,30.784974,4.880
HIP63490,195.135455,-33.505796,6.010
HIP63494,195.149632,-3.368124,5.990
HIP63497,195.159505,18.373445,6.200
HIP63503,195.183315,56.366358,4.930
HIP63533,195.289986,17.122978,5.970
HIP63584,195.443214,63.610413,6.010
HIP63608,195.542108,10.959297,2.850
HIP63613,195.572515,-71.549026,3.610
HIP63647,195.668060,59.716234,6.500
HIP63688,195.772046,-71.475747,5.930
HIP63724,195.888312,-49.527347,4.830
HIP63738,195.943238,-20.583459,5.580
HIP63820,196.200821,-41.196443,6.240
HIP63822,196.206900,73.025047,6.430
HIP63849,196.277294,-47.117161,6.440
HIP63883,196.377697,-52.115594,6.430
HIP63901,196.434836,35.799041,5.200
HIP63916,196.467643,45.268731,5.640
HIP63945,196.569300,-48.463397,4.710
HIP63948,196.587970,21.153054,6.000
HIP63950,196.594408,22.615873,5.530
HIP63952,196.595563,62.041549,6.150
HIP63972,196.646581,-41.588550,5.590
HIP64003,196.726351,-35.862669,5.630
HIP64004,196.727400,-49.906337,4.270
HIP64022,196.794966,27.624239,4.800
HIP64033,196.851097,-59.860569,5.980
HIP64053,196.909119,-53.459914,5.700
HIP64077,196.973161,27.555502,6.200
HIP64078,196.974330,-10.740477,5.150
HIP64094,197.029721,-65.306039,5.440
HIP64108,197.083977,-78.446214,6.430
HIP64117,197.115789,-67.796762,6.340
HIP64122,197.135010,-8.984858,5.570
HIP64166,197.263475,-23.118364,4.940
HIP64179,197.301980,10.022469,5.790
HIP64181,197.308906,-9.538094,6.320
HIP64212,197.410103,37.423189,6.010
HIP64217,197.425001,38.533930,6.250
HIP64224,197.438558,-10.329381,5.950
HIP64226,197.448861,16.848498,5.910
HIP64238,197.487206,-5.539251,4.380
HIP64241,197.493592,17.530386,4.320
HIP64246,197.512776,38.499311,5.910
HIP64320,197.743089,-52.567029,6.050
HIP64332,197.786313,-42.233083,5.780
HIP64348,197.845676,-43.368698,5.240
HIP64375,197.912754,-26.551711,6.490
HIP64390,197.964932,-69.942008,5.920
HIP64394,197.961882,27.884681,4.230
HIP64395,197.971074,-63.303010,6.320
HIP64408,198.009952,-37.802676,4.850
HIP64407,198.015497,-16.200715,5.040
HIP64417,198.034860,24.257719,6.310
HIP64425,198.072961,-59.920708,4.580
HIP64437,198.105768,80.471392,6.250
HIP64445,198.136794,11.555871,5.760
HIP64466,198.203712,-66.226689,5.910
HIP64472,198.211577,-42.699746,6.190
HIP64478,198.232245,-59.817399,6.180
HIP64496,198.300031,18.726645,6.100
HIP64515,198.346950,-50.699959,5.900
HIP64520,198.361650,-18.826483,6.260
HIP64530,198.399793,36.887584,6.500
HIP64540,198.428452,40.152999,4.940
HIP64557,198.488956,-43.138943,6.160
HIP64577,198.544474,-19.929772,5.310
HIP64580,198.549702,-58.684023,5.910
HIP64583,198.560092,-59.104373,4.900
HIP64587,198.571986,-78.447481,5.840
HIP64607,198.630859,11.331267,5.640
HIP64623,198.679196,-48.957680,5.840
HIP64651,198.789036,-36.371567,6.170
HIP64661,198.811678,-67.894667,4.790
HIP64682,198.854996,-69.679545,6.370
HIP64692,198.882060,40.855281,5.770
HIP64725,198.997216,-19.943953,5.210
HIP64751,199.058785,19.051788,6.460
HIP64774,199.119078,68.408121,6.200
HIP64779,199.133573,19.785506,6.430
