id,ra_deg,dec_deg,magnitude
HIP24520,78.911875,-52.182023,6.480
HIP24555,79.017161,11.341306,5.520
HIP24560,79.043998,-11.352520,6.450
HIP24575,79.075584,34.312635,5.990
HIP24607,79.170925,1.947279,6.420
HIP24608,79.173050,45.994847,0.080
HIP24659,79.372006,-34.897684,4.810
HIP24674,79.401516,-6.844479,3.590
HIP24679,79.417623,-13.520183,5.480
HIP24727,79.544288,33.370428,4.540
HIP24732,79.554997,73.267874,5.810
HIP24738,79.565567,42.791886,5.550
HIP24740,79.578869,33.767134,6.150
HIP24771,79.668049,40.465024,6.220
HIP24786,79.713237,-18.129599,5.960
HIP24799,79.750231,33.748176,5.380
HIP24813,79.789923,40.094157,4.690
HIP24817,79.796611,2.595414,5.340
HIP24820,79.810952,20.134401,6.120
HIP24822,79.819326,22.095897,4.960
HIP24825,79.822668,-18.519853,6.370
HIP24829,79.842462,-50.604293,5.440
HIP24831,79.848661,-27.368944,5.980
HIP24832,79.849151,33.985389,6.490
HIP24836,79.866147,58.117230,6.130
HIP24845,79.893836,-13.176823,4.290
HIP24847,79.897036,-1.411880,6.330
HIP24873,79.995839,-12.315526,5.290
HIP24879,80.003835,33.958027,5.050
HIP24881,80.009657,44.425241,6.490
HIP24902,80.060958,41.085828,5.460
HIP24909,80.086329,-34.698873,6.340
HIP24914,80.094177,62.653694,5.640
HIP24925,80.110005,-5.367563,6.400
HIP24927,80.112250,-21.239836,4.700
HIP24955,80.169383,66.747057,6.390
HIP24960,80.182568,2.544931,6.430
HIP24977,80.235870,19.814280,6.200
HIP24984,80.247101,27.957155,6.350
HIP25001,80.302847,29.569883,5.660
HIP25007,80.320265,-34.345005,6.050
HIP25011,80.330433,4.011858,6.490
HIP25028,80.382673,-0.416482,5.680
HIP25041,80.431484,8.428534,5.780
HIP25044,80.440623,-0.382453,4.720
HIP25045,80.442568,-24.773077,5.060
HIP25048,80.451853,41.804297,5.220
HIP25059,80.480507,-17.603584,6.470
HIP25098,80.592219,-56.134240,6.100
HIP25110,80.637443,79.232335,5.080
HIP25142,80.708325,3.544465,4.990
HIP25143,80.709538,41.029282,5.540
HIP25180,80.800152,-26.705264,6.490
HIP25187,80.827112,-8.415616,5.990
HIP25192,80.845412,28.936526,6.450
HIP25194,80.850345,-39.678386,5.730
HIP25197,80.866180,57.543983,5.240
HIP25202,80.875658,-13.927359,5.250
HIP25205,80.879220,5.323208,6.340
HIP25216,80.906894,16.699137,6.090
HIP25223,80.926299,-0.159833,5.690
HIP25240,80.963838,-0.866615,6.130
HIP25247,80.986682,-7.808395,4.130
HIP25278,81.107996,17.383479,5.000
HIP25280,81.118977,-16.975898,5.640
HIP25281,81.119231,-2.397170,3.350
HIP25282,81.120413,-0.890296,5.070
HIP25288,81.150418,2.353158,6.330
HIP25290,81.159850,31.223848,6.300
HIP25291,81.160409,31.143102,5.940
HIP25292,81.163092,37.385257,5.020
HIP25301,81.186673,36.199879,6.490
HIP25302,81.186781,1.846441,4.890
HIP25303,81.192808,-52.316449,6.260
HIP25317,81.231549,-44.225621,6.090
HIP25322,81.247406,73.707191,6.480
HIP25329,81.257289,-10.329013,5.600
HIP25336,81.282700,6.349604,1.640
HIP25368,81.402086,-1.491298,6.440
HIP25378,81.445922,0.520244,6.180
HIP25397,81.499302,-19.695539,5.780
HIP25401,81.509905,-5.518493,6.240
HIP25410,81.523848,16.700124,6.230
HIP25428,81.573165,28.606168,1.650
HIP25429,81.580188,-58.912283,5.140
HIP25453,81.661856,6.868419,6.410
HIP25471,81.703348,34.391756,5.920
HIP25473,81.709293,3.095666,4.590
HIP25475,81.713757,33.262169,6.180
HIP25476,81.726199,35.457184,6.170
HIP25482,81.749001,-68.622689,6.020
HIP25486,81.769974,-11.901327,6.300
HIP25488,81.772202,-40.942711,5.860
HIP25492,81.784472,30.208570,5.690
HIP25499,81.792121,17.962061,5.400
HIP25502,81.807858,15.257556,6.180
HIP25505,81.814213,2.341185,6.360
HIP25532,81.902231,-21.375476,6.080
HIP25539,81.908699,21.936914,4.880
HIP25541,81.912017,34.475606,5.080
HIP25555,81.940069,15.873896,5.520
HIP25580,82.004068,33.762162,6.410
HIP25582,82.006123,1.298259,6.410
HIP25583,82.006837,17.238790,5.770
HIP25606,82.061300,-20.760073,2.810
HIP25608,82.064000,-37.230268,5.560
HIP25638,82.144968,13.678868,6.350
HIP25667,82.237101,-3.307480,6.390
HIP25695,82.318833,25.149940,5.470
HIP25708,82.348488,-3.446464,5.800
HIP25730,82.419634,29.186119,6.200
HIP25732,82.423781,-0.802800,6.490
HIP25737,82.433251,-1.092431,4.710
HIP25751,82.478232,1.789257,5.770
HIP25768,82.539705,-47.078626,5.460
HIP25769,82.542429,63.067185,5.430
HIP25776,82.557481,-84.784778,6.180
HIP25781,82.566194,-63.927250,6.190
HIP25785,82.583138,4.204608,6.210
HIP25786,82.586480,-7.434810,6.330
HIP25790,82.608917,15.360165,5.930
HIP25806,82.680941,22.462104,6.290
HIP25810,82.688054,39.825654,6.380
HIP25813,82.696099,5.947900,4.200
HIP25816,82.702730,41.461741,5.990
HIP25853,82.781815,-20.863976,5.530
HIP25859,82.803391,-35.470770,3.860
HIP25861,82.810554,3.292126,5.460
HIP25869,82.837062,-6.708371,6.230
HIP25887,82.900187,-45.925051,5.860
HIP25911,82.951825,85.937962,6.500
HIP25918,82.974234,-76.338846,5.180
HIP25923,82.982741,-7.301570,4.620
HIP25930,83.001687,-0.299088,2.250
HIP25945,83.053122,18.594201,4.320
HIP25950,83.058897,17.058048,5.500
HIP25973,83.142128,57.219417,6.440
HIP25976,83.158384,0.011844,6.150
HIP25980,83.172285,-1.591826,5.340
HIP25984,83.181959,32.191993,4.710
HIP25985,83.182585,-17.822278,2.580
HIP25993,83.214669,-38.513449,5.450
HIP26001,83.248655,-64.227526,5.340
HIP26019,83.281635,-35.139583,5.750
HIP26054,83.364141,32.800758,6.500
HIP26063,83.381021,-1.156077,5.360
HIP26064,83.381791,18.540231,5.670
HIP26069,83.406332,-62.489733,3.760
HIP26071,83.409109,34.725466,6.270
HIP26072,83.411843,20.474161,6.190
HIP26079,83.435569,-54.902213,6.420
HIP26093,83.476170,14.305536,5.600
HIP26104,83.510203,-7.024048,6.450
HIP26106,83.516227,-1.035747,6.240
HIP26108,83.516762,-1.470400,5.920
HIP26126,83.569673,3.766779,5.320
HIP26149,83.621997,-0.012369,6.250
HIP26169,83.686592,-73.741004,5.790
HIP26176,83.705151,9.489561,4.390
HIP26190,83.739201,-61.176245,6.320
HIP26197,83.754203,-6.009272,5.670
HIP26199,83.761174,-6.002022,4.780
HIP26207,83.784487,9.934144,3.390
HIP26215,83.805176,10.240065,5.600
HIP26219,83.814717,-33.078862,5.760
HIP26220,83.815913,-5.387314,4.980
HIP26221,83.818598,-5.389695,5.130
HIP26234,83.842976,-4.424309,6.240
HIP26235,83.845437,-5.416049,4.980
HIP26237,83.846552,-4.838411,4.580
HIP26241,83.858282,-5.909906,2.750
HIP26248,83.863156,24.039440,5.370
HIP26263,83.899611,-3.252847,6.400
HIP26264,83.901056,-78.820705,6.040
HIP26268,83.914504,-4.856008,5.240
HIP26291,83.981025,27.662115,6.270
HIP26300,84.011770,-47.313805,6.100
HIP26309,84.043099,-28.708044,6.260
HIP26311,84.053396,-1.201928,1.690
HIP26315,84.066637,47.715146,6.100
HIP26344,84.146670,54.428580,5.740
HIP26345,84.148725,-6.064749,5.710
HIP26363,84.218358,40.182344,6.080
HIP26366,84.227342,9.288434,4.090
HIP26368,84.228982,-66.560207,6.280
HIP26382,84.265890,17.040067,5.530
HIP26386,84.268652,11.034886,5.970
HIP26395,84.286699,-11.775682,6.100
HIP26394,84.301269,-80.461391,5.650
HIP26396,84.286937,26.924306,5.830
HIP26408,84.312798,64.154201,6.150
HIP26410,84.316464,66.696622,6.260
HIP26412,84.318938,-27.871856,6.150
HIP26414,84.330461,8.951858,6.110
HIP26427,84.364009,-5.938407,6.030
HIP26451,84.411214,21.142416,2.970
HIP26460,84.435596,-28.689377,5.280
HIP26463,84.440997,33.559204,6.360
HIP26477,84.472422,-4.814028,6.160
HIP26487,84.504745,7.541311,5.870
HIP26515,84.572572,-50.640854,6.430
HIP26535,84.658218,-6.573962,5.960
HIP26536,84.658514,30.492324,5.400
HIP26545,84.681338,-40.707150,5.810
HIP26549,84.686569,-2.600072,3.770
HIP26563,84.721074,-7.213194,4.770
HIP26571,84.739162,26.617991,6.450
HIP26592,84.785954,41.357682,6.440
HIP26594,84.796446,4.121468,4.500
HIP26602,84.817551,-17.849388,6.400
HIP26606,84.826293,29.215160,5.980
HIP26616,84.862973,21.762693,6.420
HIP26623,84.878546,-9.706693,6.490
HIP26624,84.879766,-3.564689,5.990
HIP26634,84.912254,-34.074285,2.650
HIP26638,84.931951,75.044058,6.190
HIP26640,84.934235,25.896916,5.180
HIP26649,84.957536,-32.629449,5.440
HIP26712,85.149572,31.358132,6.040
HIP26713,85.155418,-2.825222,6.220
HIP26718,85.175209,31.920575,6.230
HIP26727,85.189724,-1.942553,1.740
HIP26728,85.192458,-10.408664,6.460
HIP26736,85.211296,-1.128792,4.950
HIP26762,85.273411,0.337957,5.930
HIP26777,85.323867,16.534041,4.840
HIP26779,85.334763,53.477204,6.210
HIP26781,85.337538,29.487229,6.400
HIP26796,85.362224,-33.400831,6.350
HIP26820,85.418443,-2.896283,6.410
HIP26821,85.422931,-16.725790,6.220
HIP26853,85.516602,22.660140,6.350
HIP26862,85.548206,-30.535383,6.180
HIP26865,85.558154,-22.373650,5.880
HIP26866,85.560186,-17.530338,6.150
HIP26868,85.563360,-34.667434,5.290
HIP26882,85.610200,65.697491,5.620
HIP26885,85.618888,1.474520,4.900
HIP26926,85.724731,-6.795722,5.970
HIP26942,85.757165,56.581733,6.050
HIP26953,85.788861,-1.613462,6.310
HIP26964,85.831311,23.204256,6.230
HIP26966,85.840433,-18.557572,5.730
HIP26981,85.876196,-39.406879,6.250
HIP27001,85.921639,-45.832146,6.380
HIP27046,86.035059,61.476544,6.170
HIP27072,86.113526,-22.451094,3.590
HIP27075,86.118172,-20.126300,6.340
HIP27100,86.192837,-65.735481,4.340
HIP27116,86.255221,12.888233,6.470
HIP27118,86.257389,4.007861,6.090
HIP27164,86.373368,31.324692,6.500
HIP27196,86.475052,49.826172,5.460
HIP27204,86.499581,-32.306602,5.180
HIP27212,86.512015,-4.268987,6.240
HIP27243,86.614134,-46.597060,5.310
HIP27249,86.626856,56.115141,5.930
HIP27253,86.644871,1.167149,5.950
HIP27265,86.689616,15.822475,6.000
HIP27280,86.716987,9.521868,5.780
HIP27288,86.738812,-14.821959,3.550
HIP27293,86.750023,51.520578,6.470
HIP27303,86.769030,-28.638837,6.220
HIP27308,86.782445,-16.238150,6.180
HIP27316,86.804834,14.488011,5.720
HIP27317,86.805609,-54.360718,6.190
HIP27319,86.811249,42.526111,6.300
HIP27321,86.821239,-51.065911,3.850
HIP27325,86.827826,-35.673634,6.290
HIP27338,86.859134,17.729106,5.470
HIP27341,86.861959,-10.533083,6.040
HIP27346,86.884179,63.598993,6.490
HIP27353,86.894460,25.568571,6.480
HIP27364,86.928807,13.899501,5.280
HIP27366,86.939127,-9.669614,2.070
HIP27386,87.001005,6.453993,5.260
HIP27421,87.093260,20.869349,6.030
HIP27435,87.146050,-4.096346,5.970
HIP27468,87.254123,24.567475,4.880
HIP27472,87.269142,62.808173,6.180
HIP27483,87.293235,39.180883,4.510
HIP27511,87.387047,12.651196,4.890
HIP27512,87.392157,-44.875352,6.380
HIP27517,87.402095,-14.484015,5.490
HIP27530,87.457844,-56.167191,4.500
HIP27533,87.472798,-22.971714,5.870
HIP27534,87.472670,-66.901054,5.100
HIP27549,87.511296,9.871206,5.790
HIP27560,87.554488,4.423124,5.960
HIP27566,87.569806,-79.360877,5.460
HIP27583,87.620008,-52.767801,6.320
HIP27581,87.620479,14.305332,5.540
HIP27588,87.625114,2.024649,5.970
HIP27621,87.721784,-52.109435,5.160
HIP27625,87.736599,51.514233,6.290
HIP27628,87.740441,-35.765330,3.120
HIP27629,87.742099,27.967946,5.600
HIP27639,87.760467,37.305244,4.720
HIP27654,87.832159,-20.883859,3.760
HIP27658,87.841611,-7.518004,5.360
HIP27660,87.846106,-64.033443,6.350
HIP27661,87.857360,32.124687,6.280
HIP27670,87.869188,-22.927259,6.160
HIP27673,87.872570,39.148483,3.970
HIP27705,87.998267,-29.449507,6.470
HIP27713,88.032188,-9.041662,5.950
HIP27731,88.071878,58.963934,6.140
HIP27737,88.084384,-57.156770,5.930
HIP27743,88.092752,14.171766,5.600
HIP27747,88.097476,19.867826,5.960
HIP27750,88.110113,1.855061,4.760
HIP27766,88.138531,-37.631282,5.620
HIP27777,88.165266,39.574651,6.400
HIP27778,88.167207,33.917525,6.040
HIP27795,88.231267,68.471209,6.220
HIP27810,88.278635,-33.801122,4.880
HIP27830,88.331882,27.612191,4.560
HIP27890,88.526823,-63.085406,4.650
HIP27900,88.555620,10.586348,6.130
HIP27901,88.558165,-29.147519,6.340
HIP27902,88.566099,3.225256,6.300
HIP27913,88.594510,20.275446,4.390
HIP27937,88.671271,-49.626908,6.110
HIP27938,88.682353,-11.773984,5.620
HIP27939,88.683459,0.968615,5.990
HIP27947,88.708531,-52.633688,5.290
HIP27949,88.711557,55.707074,4.960
HIP27955,88.718578,-39.957698,5.550
HIP27965,88.736193,19.749584,5.920
HIP27971,88.740974,59.888231,5.200
HIP27973,88.745415,31.700172,5.900
HIP27989,88.793138,7.407143,0.450
HIP28010,88.874963,-37.120845,4.970
HIP28011,88.875920,-4.616697,5.870
HIP28019,88.897262,-4.788804,6.280
HIP28085,89.060381,-22.839734,5.950
HIP28098,89.087277,-31.382396,5.520
HIP28103,89.100909,-14.166677,3.710
HIP28110,89.116817,9.509323,5.970
HIP28117,89.140705,28.942250,6.350
HIP28118,89.143586,-23.215089,6.370
HIP28138,89.204218,-31.976154,6.440
HIP28139,89.206831,11.520641,5.890
HIP28154,89.233842,24.249669,6.030
HIP28180,89.309997,-53.425694,6.480
HIP28199,89.384181,-35.283198,4.360
HIP28205,89.396631,66.096010,6.240
HIP28232,89.476883,1.224320,6.220
HIP28237,89.498542,25.953900,4.810
HIP28252,89.548883,-0.994169,6.210
HIP28271,89.601884,1.837050,5.890
HIP28287,89.656332,-44.034492,5.810
HIP28296,89.706440,0.552997,5.210
HIP28302,89.721760,12.808285,5.700
HIP28321,89.754632,-9.382118,6.150
HIP28325,89.768028,-9.558585,5.040
HIP28328,89.786856,-42.815219,3.960
HIP28343,89.840708,49.924521,5.900
HIP28358,89.882753,54.283669,3.720
HIP28360,89.881648,44.947427,1.900
HIP28380,89.930654,37.212043,2.650
HIP28385,89.940909,55.320206,6.420
HIP28390,89.949764,54.546699,6.140
HIP28404,89.983729,45.936682,4.300
HIP28413,90.014001,-3.074788,4.530
HIP28434,90.073526,-12.900404,6.210
HIP28438,90.078458,44.591728,6.210
HIP28484,90.204566,-51.215613,5.650
HIP28499,90.244038,47.901768,5.710
HIP28500,90.251899,27.572348,6.040
HIP28517,90.291694,31.034517,6.180
HIP28520,90.304476,-25.417915,6.040
HIP28524,90.317958,-33.912029,5.540
HIP28532,90.335365,85.182099,6.170
HIP28561,90.423401,22.400873,6.360
HIP28562,90.429485,48.959372,5.980
HIP28574,90.460043,-10.597904,4.920
HIP28596,90.539106,-60.096772,6.410
HIP28614,90.595936,9.647000,4.120
HIP28622,90.640979,-14.497070,6.200
HIP28634,90.688403,47.810210,6.490
HIP28637,90.702659,49.905356,6.040
HIP28642,90.722983,43.378121,6.380
HIP28644,90.730567,32.634140,6.230
HIP28656,90.768096,57.017979,6.500
HIP28675,90.815538,-26.283920,5.030
HIP28677,90.825785,42.910587,6.080
HIP28686,90.853111,11.681028,6.090
HIP28691,90.864107,19.690412,5.140
HIP28716,90.979952,20.138431,4.640
HIP28734,91.030044,23.262460,4.160
HIP28744,91.056229,-6.708914,5.190
HIP28756,91.084304,-32.171541,5.650
HIP28764,91.117725,-45.034790,6.350
HIP28765,91.121307,51.573080,6.390
HIP28790,91.166331,-45.077060,5.930
HIP28812,91.242376,5.419969,5.670
HIP28814,91.243172,4.158653,5.630
HIP28816,91.246322,-16.484458,4.920
HIP28820,91.260736,37.964224,6.320
HIP28823,91.263691,42.980574,5.900
HIP28829,91.284324,59.392845,6.320
HIP28831,91.289184,75.585845,6.280
HIP28854,91.362790,-10.242404,5.880
HIP28855,91.363356,-35.513529,5.800
HIP28861,91.391217,33.598983,6.230
HIP28899,91.523163,-29.758931,5.790
HIP28908,91.534503,35.385566,6.120
HIP28910,91.538721,-14.935157,4.670
HIP28909,91.539290,-66.039415,5.720
HIP28930,91.593633,29.512380,6.010
HIP28943,91.633657,-23.111056,5.460
HIP28946,91.646336,38.482256,5.350
HIP28949,91.661350,-4.193870,5.370
HIP28951,91.662660,63.453902,6.420
HIP28957,91.670685,-42.298825,6.150
HIP28984,91.739591,-21.812326,5.740
HIP28988,91.758636,-45.091170,6.480
HIP28991,91.764398,-62.155094,5.040
HIP28992,91.765315,-34.312018,5.820
HIP29025,91.861462,41.854136,6.150
HIP29034,91.881803,-37.252918,5.000
HIP29038,91.893053,14.768316,4.420
HIP29048,91.923595,-19.165449,5.280
HIP29064,91.970140,-42.154171,5.500
HIP29114,92.096409,41.055363,6.340
HIP29129,92.144195,-44.356163,6.260
HIP29134,92.183607,-68.843264,5.060
HIP29140,92.198536,-6.821314,6.460
HIP29150,92.241074,-22.427801,5.490
HIP29151,92.241257,2.499588,5.700
HIP29178,92.334177,-18.126542,6.360
HIP29185,92.347499,-49.562279,6.480
HIP29196,92.385094,22.190225,5.930
HIP29205,92.393730,-14.584401,5.560
HIP29210,92.401529,-5.711416,6.160
HIP29225,92.433262,23.113455,5.750
HIP29233,92.446292,-26.700990,6.270
HIP29234,92.450530,-22.773896,5.710
HIP29246,92.496101,58.935832,5.350
HIP29263,92.543168,-40.353254,5.540
HIP29271,92.562890,-74.754612,5.080
HIP29276,92.574577,-54.968597,4.720
HIP29294,92.644425,-27.154764,5.720
HIP29304,92.666359,-45.281931,6.280
HIP29323,92.755030,-6.754306,6.150
HIP29326,92.757389,18.130447,6.370
HIP29348,92.806431,60.453367,6.480
HIP29347,92.806912,-26.482060,6.080
HIP29353,92.812091,-65.588546,5.010
HIP29371,92.866253,13.638430,6.040
HIP29379,92.884613,24.419870,5.830
HIP29388,92.902600,48.710578,5.780
HIP29401,92.932102,-4.665465,6.180
HIP29404,92.941354,52.646648,6.280
HIP29417,92.965864,-6.550300,5.060
HIP29426,92.984973,14.208616,4.450
HIP29433,93.005595,19.790456,5.760
HIP29434,93.013708,16.130283,4.950
HIP29451,93.083774,32.693350,5.780
HIP29490,93.212859,65.718188,5.360
HIP29509,93.248300,6.016162,6.450
HIP29525,93.302670,10.624957,6.430
HIP29568,93.438371,-23.861122,6.370
HIP29569,93.438906,51.172001,6.070
HIP29575,93.475844,-3.741225,5.830
HIP29616,93.619073,17.906275,5.860
HIP29629,93.652887,-4.568440,5.830
HIP29650,93.711259,19.155111,5.200
HIP29651,93.713834,-6.274924,3.990
HIP29655,93.718917,22.506724,3.310
HIP29679,93.785029,-20.271960,5.880
HIP29678,93.785479,13.851176,5.910
HIP29692,93.823996,-18.477615,5.990
HIP29696,93.843960,29.496149,4.320
HIP29704,93.854712,16.143082,5.340
HIP29705,93.858846,-9.035775,6.090
HIP29711,93.873813,-4.914972,5.990
HIP29716,93.891607,-0.513796,5.620
HIP29728,93.917394,6.066038,6.070
HIP29730,93.919275,59.998797,5.370
HIP29735,93.937113,-13.718496,5.000
HIP29736,93.937326,12.551056,5.440
HIP29746,93.974832,1.169301,6.370
HIP29771,94.031974,-16.617999,5.970
HIP29788,94.077725,-59.215837,6.440
HIP29789,94.079245,23.969964,6.090
HIP29798,94.099138,17.181536,6.390
HIP29800,94.111541,12.273534,5.040
HIP29807,94.138069,-35.139874,4.370
HIP29808,94.148149,-39.264532,6.000
HIP29840,94.244610,23.740890,6.240
HIP29842,94.255138,-37.736827,5.540
HIP29843,94.265982,-22.717133,6.050
HIP29850,94.277618,9.941949,5.390
HIP29852,94.289814,-37.253665,5.880
HIP29860,94.315840,5.101372,5.700
HIP29895,94.423731,-16.815893,5.150
HIP29913,94.465694,-52.733024,6.400
HIP29919,94.478297,61.515269,5.010
HIP29931,94.523334,14.382891,6.120
HIP29941,94.557149,-19.966921,5.510
HIP29949,94.570394,46.359483,6.330
HIP29982,94.668145,9.046874,6.240
HIP29993,94.703303,-15.024831,6.040
HIP29996,94.710797,-9.390185,5.360
HIP29997,94.711541,69.319039,4.760
HIP30011,94.745704,-20.925582,5.790
HIP30019,94.757603,17.325224,6.270
HIP30028,94.782904,-8.585996,6.220
HIP30060,94.905730,59.011144,4.440
HIP30062,94.908756,-22.103043,6.290
HIP30069,94.920684,-34.396577,5.760
HIP30073,94.928293,-7.822903,5.270
HIP30093,94.998276,-2.944500,4.910
HIP30099,95.017557,14.651000,5.670
HIP30122,95.078363,-30.063339,3.020
HIP30141,95.146333,-23.638446,6.490
HIP30143,95.151004,-34.143997,5.550
HIP30190,95.272658,-11.817309,6.320
HIP30200,95.299730,29.540480,6.410
HIP30214,95.352943,-11.773221,5.480
HIP30217,95.357253,2.268324,6.300
HIP30218,95.358171,17.763192,6.320
HIP30247,95.442440,53.451525,5.340
HIP30272,95.514730,59.372103,6.050
HIP30277,95.528247,-33.436786,3.850
HIP30318,95.651236,12.570001,6.000
HIP30321,95.659908,-69.983787,5.560
HIP30324,95.674908,-17.955921,1.980
HIP30342,95.732150,-56.370117,5.600
HIP30343,95.740548,22.512785,2.870
HIP30352,95.755832,-63.683015,6.300
HIP30357,95.776537,56.975814,6.470
HIP30376,95.809951,-31.790306,6.310
HIP30382,95.827062,3.764419,6.410
HIP30407,95.899644,-9.874692,6.110
HIP30419,95.941871,4.592944,4.390
HIP30420,95.942266,-15.071244,6.270
HIP30423,95.945640,-58.543683,6.470
HIP30436,95.983019,-25.577930,5.610
HIP30438,95.988168,-52.695486,-0.620
HIP30444,96.004098,-36.707362,5.620
HIP30448,96.009430,8.884948,6.240
HIP30457,96.042588,-11.530324,5.210
HIP30463,96.057293,-60.281104,5.780
HIP30468,96.085715,-12.961912,6.120
HIP30480,96.111079,-63.429783,6.450
HIP30501,96.182295,25.048702,6.350
HIP30503,96.181511,-28.781000,6.370
HIP30505,96.185375,-40.284006,6.300
HIP30517,96.220049,16.056825,6.350
HIP30520,96.224604,49.287875,4.920
HIP30524,96.232425,-63.828054,6.260
HIP30541,96.304191,7.085702,6.260
HIP30545,96.320699,-0.947488,5.880
HIP30564,96.367372,14.721958,6.300
HIP30565,96.369064,-69.688821,5.370
HIP30566,96.375016,-35.064493,6.240
HIP30570,96.387192,23.327047,6.050
HIP30591,96.431853,-48.177047,5.760
HIP30595,96.446342,-3.889054,6.330
HIP30602,96.467972,11.125814,6.390
HIP30608,96.495117,-7.895009,6.400
HIP30627,96.539110,-3.515212,6.420
HIP30651,96.607376,56.285255,5.530
HIP30660,96.643488,-4.597419,6.160
HIP30666,96.664861,-1.507552,5.870
HIP30669,96.677762,-14.603515,6.320
HIP30675,96.686914,-7.512023,6.350
HIP30679,96.703572,58.417396,5.210
HIP30700,96.753608,-4.355689,6.500
HIP30703,96.767087,-58.002149,5.820
HIP30706,96.781592,-37.895178,6.480
HIP30711,96.795997,-25.858085,6.050
HIP30717,96.807366,0.299185,5.190
HIP30720,96.814977,-0.276037,5.550
HIP30728,96.834895,2.908384,5.550
HIP30741,96.898066,32.562449,6.430
HIP30769,96.985902,20.496415,6.220
HIP30772,96.989849,-4.762177,5.060
HIP30788,97.042425,-32.579892,4.470
HIP30794,97.060333,70.535407,6.030
HIP30798,97.069811,1.912567,6.480
HIP30804,97.078603,10.303571,6.160
HIP30815,97.116201,16.238029,6.240
HIP30827,97.142043,30.492924,5.750
HIP30836,97.156045,-17.465937,5.760
HIP30840,97.163501,-32.371223,5.740
HIP30849,97.177137,-41.074774,6.320
HIP30867,97.204403,-7.033099,3.760
HIP30883,97.240738,20.212029,4.130
HIP30906,97.311704,2.645900,6.170
HIP30932,97.368311,-56.852528,5.200
HIP30953,97.453757,-50.239467,5.280
HIP30972,97.512334,46.685609,5.880
HIP30973,97.512559,-65.567802,6.280
HIP30986,97.546926,-10.081528,5.920
HIP30988,97.549295,-19.215051,6.440
HIP31024,97.645313,-13.148161,6.160
HIP31037,97.692807,-27.769532,5.920
HIP31039,97.695931,58.160139,5.860
HIP31056,97.749511,-40.916173,6.190
HIP31066,97.789880,11.251356,6.170
HIP31068,97.794211,-61.879466,6.150
HIP31072,97.804538,-35.258777,5.820
HIP31079,97.827381,-51.825183,5.580
HIP31084,97.846337,-12.392085,5.160
HIP31086,97.849846,-32.868497,6.310
HIP31099,97.895624,-36.939514,6.260
HIP31105,97.905915,15.903403,6.380
HIP31119,97.951377,11.544619,5.220
HIP31121,97.958527,-8.158398,5.430
HIP31125,97.964003,-23.418375,4.340
HIP31137,97.992950,-58.753817,5.690
HIP31158,98.077557,17.784540,6.260
HIP31159,98.079757,4.856011,5.880
HIP31165,98.089747,-37.697272,5.250
HIP31167,98.096364,-5.869128,5.600
HIP31168,98.096982,11.673260,6.080
HIP31173,98.113044,32.454769,5.820
HIP31190,98.162375,-32.030426,5.730
HIP31205,98.195190,-11.166335,6.300
HIP31216,98.225911,7.332922,4.470
HIP31241,98.292651,-38.625326,6.440
HIP31265,98.359164,-52.328981,6.180
HIP31266,98.360995,-20.924164,6.390
HIP31277,98.400582,14.154522,5.570
HIP31278,98.408026,-1.220284,5.090
HIP31299,98.456035,-36.231308,5.420
HIP31359,98.636690,55.353080,6.450
HIP31362,98.647243,-32.716235,5.620
HIP31385,98.692871,7.572427,6.440
HIP31407,98.744006,-52.975524,4.350
HIP31416,98.764215,-22.964671,4.540
HIP31434,98.800257,28.022222,5.260
HIP31446,98.815925,0.890199,5.780
HIP31448,98.823318,9.988278,5.930
HIP31457,98.850839,-36.779726,5.590
HIP31469,98.878486,-22.109210,6.320
HIP31509,98.974615,-36.089170,6.360
HIP31564,99.095113,-18.659780,5.710
HIP31579,99.136798,38.445342,5.400
HIP31583,99.147232,-5.211248,5.520
HIP31592,99.171471,-19.256394,3.950
HIP31593,99.171041,-22.614675,6.350
HIP31599,99.194144,-13.321215,5.950
HIP31603,99.213658,-41.557100,6.360
HIP31617,99.257851,-38.146173,6.030
HIP31637,99.307559,-36.990551,5.720
HIP31646,99.350161,6.135387,6.050
HIP31650,99.363673,24.590870,6.440
HIP31662,99.403440,10.853052,6.390
HIP31665,99.409855,56.857603,5.870
HIP31672,99.417730,2.703794,6.170
HIP31674,99.420040,-12.986035,6.110
HIP31676,99.419790,61.479212,5.940
HIP31681,99.427904,16.398759,1.930
HIP31685,99.440291,-43.195963,3.170
HIP31688,99.449314,-32.339263,5.250
HIP31697,99.469604,4.956680,6.140
HIP31700,99.472537,-18.237540,4.420
HIP31703,99.475314,73.695656,6.260
HIP31711,99.500872,-61.532852,6.150
HIP31733,99.585134,-2.543849,6.140
HIP31736,99.595440,-23.580381,6.480
HIP31737,99.595718,28.984240,5.760
HIP31758,99.647546,-16.873730,6.010
HIP31765,99.656848,-48.220037,5.050
HIP31766,99.659116,1.613500,6.230
HIP31771,99.664545,39.390063,5.700
HIP31789,99.704845,39.902471,5.340
HIP31813,99.772185,22.030703,6.090
HIP31827,99.819695,-14.145816,4.820
HIP31832,99.832595,42.488467,4.800
HIP31850,99.881331,24.600826,6.430
HIP31852,99.887953,28.263062,6.020
HIP31859,99.900965,-23.695720,6.050
HIP31870,99.927687,-30.471904,5.700
HIP31876,99.948712,12.982664,5.990
HIP31889,99.991399,44.014144,6.350
