loc,iso_utc,route,az_kotlin,alt_kotlin,az_oracle_geometric,alt_oracle_geometric,az_oracle_refr_appweather,alt_oracle_refr_appweather
Tehran,2030-06-21T00:00:00,moon,152.48925641,46.86232665,152.49048646,46.84843818,152.49048646,46.86168336
Tehran,2030-06-21T00:00:00,planet_mercury,49.90919966,-10.58408909,49.91081015,-10.58438740,49.91081015,-10.42911859
Tehran,2030-06-21T00:00:00,planet_venus,71.96073710,6.16287804,71.96046099,6.02495283,71.96046099,6.14362300
Tehran,2030-06-21T00:00:00,planet_mars,52.18837449,-8.78402946,52.18766328,-8.78222492,52.18766328,-8.62526646
Tehran,2030-06-21T00:00:00,planet_jupiter,258.91394755,-12.73464035,258.90449771,-12.73247287,258.90449771,-12.57959410
Tehran,2030-06-21T00:00:00,planet_saturn,68.88523767,3.25101302,68.87225206,3.01980789,68.87225206,3.18271188
Tehran,2030-06-21T00:00:00,planet_uranus,55.08478261,-6.86987231,55.08391891,-6.86726233,55.08391891,-6.70881596
Tehran,2030-06-21T00:00:00,planet_neptune,111.07560004,32.48317591,111.07123866,32.45646717,111.07123866,32.47863343
Tehran,2030-06-21T00:00:00,moon_geocentric,152.49132317,47.51219731,152.49048646,46.84843818,152.49048646,46.86168336
Tromso,2030-06-21T00:00:00,sun,16.99403396,4.22002373,16.99392016,4.03130601,16.99392016,4.20184862
Tromso,2030-06-21T00:00:00,moon,128.46324822,8.78271452,128.46412146,8.68186345,128.46412146,8.77978032
Tromso,2030-06-21T00:00:00,planet_mercury,20.98372162,5.27136295,20.98589115,5.11363602,20.98589115,5.26282668
Tromso,2030-06-21T00:00:00,planet_venus,48.62491991,5.19911694,48.62554404,5.04059319,48.62554404,5.19119789
Tromso,2030-06-21T00:00:00,planet_mars,23.86946382,5.43574606,23.87049072,5.28502966,23.87049072,5.43095176
Tromso,2030-06-21T00:00:00,planet_jupiter,238.20977637,-6.04572858,238.20080617,-6.04983028,238.20080617,-5.87255953
Tromso,2030-06-21T00:00:00,planet_saturn,44.34560357,4.76311947,44.33058745,4.59562158,44.33058745,4.75503950
Tromso,2030-06-21T00:00:00,planet_uranus,27.33010983,5.29891356,27.33103258,5.14593214,27.33103258,5.29450143
Tromso,2030-06-21T00:00:00,planet_neptune,93.79979964,5.63147314,93.79633006,5.48459257,93.79633006,5.62680558
Tromso,2030-06-21T00:00:00,moon_geocentric,128.46490323,9.71204387,128.46412146,8.68186345,128.46412146,8.77978032
CapeTown,2015-12-31T23:59:59,sun,161.09447834,-30.58621296,161.09287107,-30.59075850,161.09287107,-30.46113578
CapeTown,2015-12-31T23:59:59,moon,69.87769171,23.96790449,69.87748067,23.93121385,69.87748067,23.96669267
CapeTown,2015-12-31T23:59:59,planet_mercury,183.53203925,-34.94304160,183.52584775,-34.94759949,183.52584775,-34.83254495
CapeTown,2015-12-31T23:59:59,planet_venus,124.07535470,-13.71716568,124.06950206,-13.71718434,124.06950206,-13.54829506
CapeTown,2015-12-31T23:59:59,planet_mars,97.17352948,6.62246112,97.16995604,6.49521805,97.16995604,6.62026911
CapeTown,2015-12-31T23:59:59,planet_jupiter,65.84398701,25.43799301,65.85222853,25.40031473,65.85222853,25.43350370
CapeTown,2015-12-31T23:59:59,planet_saturn,132.10409036,-18.52805736,132.10266537,-18.52967415,132.10266537,-18.36893509
CapeTown,2015-12-31T23:59:59,planet_uranus,267.68874593,-14.07236772,267.68817144,-14.07181464,267.68817144,-13.90344329
CapeTown,2015-12-31T23:59:59,planet_neptune,229.55807064,-31.70223247,229.55490273,-31.70363940,229.55490273,-31.57759776
CapeTown,2015-12-31T23:59:59,moon_geocentric,69.87478123,24.79436263,69.87748067,23.93121385,69.87748067,23.96669267
Honolulu,2015-12-31T23:59:59,sun,206.36559390,41.00698982,206.36776042,40.98817489,206.36776042,41.00642683
Honolulu,2015-12-31T23:59:59,moon,285.92690740,-32.59712859,285.92702143,-32.59809826,285.92702143,-32.47478441
Honolulu,2015-12-31T23:59:59,planet_mercury,180.85624841,47.65325081,180.86377630,47.63832464,180.86377630,47.65279708
Honolulu,2015-12-31T23:59:59,planet_venus,241.16368038,17.55140741,241.16894558,17.49450265,241.16894558,17.54420033
Honolulu,2015-12-31T23:59:59,planet_mars,262.88698992,-8.20884392,262.88965719,-8.21457848,262.88965719,-8.03895183
Honolulu,2015-12-31T23:59:59,planet_jupiter,289.99501209,-33.23685124,289.98698649,-33.23335855,289.98698649,-33.11218238
Honolulu,2015-12-31T23:59:59,planet_saturn,234.26876451,23.94415707,234.27044444,23.90789534,234.27044444,23.94348067
Honolulu,2015-12-31T23:59:59,planet_uranus,90.46490358,17.74695328,90.46563237,17.69513305,90.46563237,17.74424721
Honolulu,2015-12-31T23:59:59,planet_neptune,126.25404874,42.16771284,126.25720010,42.15097536,126.25720010,42.16849870
Honolulu,2015-12-31T23:59:59,moon_geocentric,285.92457977,-31.83367788,285.92702143,-32.59809826,285.92702143,-32.47478441
Quito,2015-12-31T23:59:59,sun,246.57193419,-9.86094494,246.57459391,-9.86415628,246.57459391,-9.73044665
Quito,2015-12-31T23:59:59,moon,86.48966650,-65.78139731,86.49034106,-65.78080786,86.49034106,-65.77031052
Quito,2015-12-31T23:59:59,planet_mercury,248.65540042,9.44143712,248.65783097,9.33938073,248.65783097,9.40882054
Quito,2015-12-31T23:59:59,planet_venus,241.73813709,-47.60418729,241.73890371,-47.61162468,241.73890371,-47.55928841
Quito,2015-12-31T23:59:59,planet_mars,209.61071569,-78.98807935,209.59051363,-78.99173065,209.59051363,-78.99225711
Quito,2015-12-31T23:59:59,planet_jupiter,81.66125969,-62.36898077,81.66804123,-62.37628053,81.66804123,-62.36005890
Quito,2015-12-31T23:59:59,planet_saturn,243.38751745,-38.59620503,243.38980176,-38.59705060,243.38980176,-38.51872238
Quito,2015-12-31T23:59:59,planet_uranus,314.47371209,81.52640722,314.47130420,81.52477050,314.47130420,81.52655601
Quito,2015-12-31T23:59:59,planet_neptune,256.01056922,47.10661981,256.01029958,47.08820882,256.01029958,47.09933610
Quito,2015-12-31T23:59:59,moon_geocentric,86.48966650,-65.40918863,86.49034106,-65.78080786,86.49034106,-65.77031052
Sydney,2015-12-31T23:59:59,sun,75.10224947,61.99157028,75.09671313,61.98063970,75.09671313,61.98906338
Sydney,2015-12-31T23:59:59,moon,280.14887896,11.36954615,280.14830901,11.28978608,280.14830901,11.36635233
Sydney,2015-12-31T23:59:59,planet_mercury,87.29276824,44.04586362,87.28690779,44.03028237,87.28690779,44.04663895
Sydney,2015-12-31T23:59:59,planet_venus,324.73330659,71.91523102,324.72309274,71.90414708,324.72309274,71.90932106
Sydney,2015-12-31T23:59:59,planet_mars,290.41705296,42.81175156,290.41401021,42.78826385,290.41401021,42.80534402
Sydney,2015-12-31T23:59:59,planet_jupiter,280.48958186,8.58969794,280.49015109,8.49405245,280.49015109,8.59361385
Sydney,2015-12-31T23:59:59,planet_saturn,354.07636818,76.56460464,354.07723952,76.55867153,354.07723952,76.56245598
Sydney,2015-12-31T23:59:59,planet_uranus,105.36480656,-31.46606763,105.36576706,-31.46585188,105.36576706,-31.33920911
Sydney,2015-12-31T23:59:59,planet_neptune,96.92693348,6.83765070,96.92591601,6.71445534,96.92591601,6.83605549
Sydney,2015-12-31T23:59:59,moon_geocentric,280.15171105,12.25276402,280.14830901,11.28978608,280.14830901,11.36635233
Tehran,2015-12-31T23:59:59,sun,88.19334021,-44.64227166,88.19034355,-44.64222833,88.19034355,-44.57109670
Tehran,2015-12-31T23:59:59,moon,139.52161959,47.76527921,139.52255381,47.75173205,139.52255381,47.76456574
Tehran,2015-12-31T23:59:59,planet_mercury,68.77989629,-60.09349812,68.78250846,-60.08936779,68.78250846,-60.06519924
Tehran,2015-12-31T23:59:59,planet_venus,105.89253219,-9.88532077,105.89329742,-9.88142879,105.89329742,-9.72546709
Tehran,2015-12-31T23:59:59,planet_mars,119.47481265,20.87201735,119.47769644,20.83172468,119.47769644,20.86855140
Tehran,2015-12-31T23:59:59,planet_jupiter,141.36279645,51.88743806,141.35668647,51.86716909,141.35668647,51.87826440
Tehran,2015-12-31T23:59:59,planet_saturn,102.47073716,-18.34670291,102.46902776,-18.34582829,102.46902776,-18.20120178
Tehran,2015-12-31T23:59:59,planet_uranus,305.92629133,-31.36433516,305.92545183,-31.36492494,305.92545183,-31.25078302
Tehran,2015-12-31T23:59:59,planet_neptune,342.40363613,-62.77476368,342.40949214,-62.77620139,342.40949214,-62.75813826
Tehran,2015-12-31T23:59:59,moon_geocentric,139.52443335,48.37420469,139.52255381,47.75173205,139.52255381,47.76456574
Tromso,2015-12-31T23:59:59,sun,22.79502429,-42.16377857,22.79526019,-42.16284783,22.79526019,-42.07416881
Tromso,2015-12-31T23:59:59,moon,119.92496178,11.20801955,119.92565049,11.12728344,119.92565049,11.20513604
Tromso,2015-12-31T23:59:59,planet_mercury,356.81335775,-41.37285360,356.82028446,-41.37283206,356.82028446,-41.28116629
Tromso,2015-12-31T23:59:59,planet_venus,66.54448272,-28.08375538,66.54915227,-28.08122372,66.54915227,-27.94373844
Tromso,2015-12-31T23:59:59,planet_mars,95.18895349,-8.27514011,95.19327122,-8.27390562,95.19327122,-8.09841224
Tromso,2015-12-31T23:59:59,planet_jupiter,121.96768154,15.20620820,121.96227571,15.14010897,121.96227571,15.19768192
Tromso,2015-12-31T23:59:59,planet_saturn,57.49662817,-32.75352187,57.49598361,-32.75185120,57.49598361,-32.62910765
Tromso,2015-12-31T23:59:59,planet_uranus,284.72154109,1.27675064,284.72101057,0.90989746,284.72101057,1.08980121
Tromso,2015-12-31T23:59:59,planet_neptune,315.25047236,-24.53064475,315.25336675,-24.53210648,315.25336675,-24.38478713
Tromso,2015-12-31T23:59:59,moon_geocentric,119.92672102,12.08958748,119.92565049,11.12728344,119.92565049,11.20513604
CapeTown,2026-07-15T02:30:00,sun,89.81146864,-40.83360773,89.80919976,-40.83649492,89.80919976,-40.74293430
CapeTown,2026-07-15T02:30:00,moon,95.75419326,-50.64259434,95.75197013,-50.64264282,95.75197013,-50.58570396
CapeTown,2026-07-15T02:30:00,planet_mercury,92.32348055,-35.28779571,92.32382778,-35.28951578,92.32382778,-35.17566176
CapeTown,2026-07-15T02:30:00,planet_venus,154.86294794,-64.53093933,154.85895611,-64.52782564,154.85895611,-64.51168109
CapeTown,2026-07-15T02:30:00,planet_mars,66.85676557,-5.16454884,66.85194341,-5.16891852,66.85194341,-4.99131368
CapeTown,2026-07-15T02:30:00,planet_jupiter,98.84915851,-49.29898335,98.83742549,-49.29539725,98.83742549,-49.23358983
CapeTown,2026-07-15T02:30:00,planet_saturn,37.85420570,45.50735351,37.86011547,45.48830506,37.86011547,45.50387458
CapeTown,2026-07-15T02:30:00,planet_uranus,63.68308901,1.54182858,63.67780689,1.20291987,63.67780689,1.38259419
CapeTown,2026-07-15T02:30:00,planet_neptune,26.42890365,52.57850070,26.43368243,52.56183477,26.43368243,52.57396649
CapeTown,2026-07-15T02:30:00,moon_geocentric,95.74934442,-50.00344173,95.75197013,-50.64264282,95.75197013,-50.58570396
Honolulu,2026-07-15T02:30:00,sun,281.69414865,36.23140651,281.69660750,36.20744646,281.69660750,36.22909324
Honolulu,2026-07-15T02:30:00,moon,279.99751753,45.50124426,279.99940220,45.48401279,279.99940220,45.49961455
Honolulu,2026-07-15T02:30:00,planet_mercury,277.64194089,31.40520458,277.64115645,31.37296184,277.64115645,31.39892121
Honolulu,2026-07-15T02:30:00,planet_venus,234.06057915,72.39249523,234.05845963,72.38201837,234.05845963,72.38706355
Honolulu,2026-07-15T02:30:00,planet_mars,295.06958603,-3.02393670,295.07495403,-3.02282977,295.07495403,-2.84379506
Honolulu,2026-07-15T02:30:00,planet_jupiter,276.92240739,46.18884543,276.93109525,46.16660821,276.93109525,46.18184343
Honolulu,2026-07-15T02:30:00,planet_saturn,316.71826373,-57.25417207,316.71164574,-57.25127174,316.71164574,-57.21623445
Honolulu,2026-07-15T02:30:00,planet_uranus,297.10207926,-9.84495465,297.10749221,-9.84565188,297.10749221,-9.67161958
Honolulu,2026-07-15T02:30:00,planet_neptune,330.26670516,-65.26554596,330.26106464,-65.26150494,330.26106464,-65.24685502
Honolulu,2026-07-15T02:30:00,moon_geocentric,279.99426158,46.20845422,279.99940220,45.48401279,279.99940220,45.49961455
Quito,2026-07-15T02:30:00,sun,300.29051965,-43.30628451,300.29307688,-43.30712360,300.29307688,-43.24235228
Quito,2026-07-15T02:30:00,moon,296.70797703,-34.46996027,296.70965801,-34.47081383,296.70965801,-34.38112451
Quito,2026-07-15T02:30:00,planet_mercury,296.47065712,-48.56207787,296.46990313,-48.56650270,296.46990313,-48.51687788
Quito,2026-07-15T02:30:00,planet_venus,280.44597618,-3.72132291,280.44269174,-3.72702745,280.44269174,-3.58963706
Quito,2026-07-15T02:30:00,planet_mars,4.94041074,-67.88754216,4.93952188,-67.88220080,4.93952188,-67.87463322
Quito,2026-07-15T02:30:00,planet_jupiter,294.16378076,-33.85697613,294.17149847,-33.86301062,294.17149847,-33.77171216
Quito,2026-07-15T02:30:00,planet_saturn,85.84436478,-32.38230988,85.84409947,-32.38725496,85.84409947,-32.29213267
Quito,2026-07-15T02:30:00,planet_uranus,23.51617481,-67.15190658,23.51835364,-67.14665093,23.51835364,-67.13811091
Quito,2026-07-15T02:30:00,planet_neptune,89.47787052,-22.61650644,89.47512239,-22.62059725,89.47512239,-22.50384799
Quito,2026-07-15T02:30:00,moon_geocentric,296.70797691,-33.63747666,296.70965801,-34.47081383,296.70965801,-34.38112451
Sydney,2026-07-15T02:30:00,sun,351.87991271,34.19644432,351.88057380,34.16802365,351.88057380,34.19128207
Sydney,2026-07-15T02:30:00,moon,4.04260315,33.23341205,4.04164063,33.20664813,4.04164063,33.23076216
Sydney,2026-07-15T02:30:00,planet_mercury,346.17471955,37.85134455,346.17291655,37.82742557,346.17291655,37.84777327
Sydney,2026-07-15T02:30:00,planet_venus,44.72216373,33.77320620,44.72166332,33.75066609,44.72166332,33.77429075
Sydney,2026-07-15T02:30:00,planet_mars,310.95329270,15.59713445,310.95732058,15.53336324,310.95732058,15.58930377
Sydney,2026-07-15T02:30:00,planet_jupiter,4.61489719,36.14738560,4.60586967,36.12002057,4.60586967,36.14166364
Sydney,2026-07-15T02:30:00,planet_saturn,263.16614309,-16.25986113,263.16897573,-16.25621574,263.16897573,-16.09154756
Sydney,2026-07-15T02:30:00,planet_uranus,304.97712818,11.51278272,304.97841084,11.42903042,304.97841084,11.50470531
Sydney,2026-07-15T02:30:00,planet_neptune,254.50373730,-22.50851440,254.50853554,-22.50688470,254.50853554,-22.35494963
Sydney,2026-07-15T02:30:00,moon_geocentric,4.04233705,34.07462965,4.04164063,33.20664813,4.04164063,33.23076216
Tehran,2026-07-15T02:30:00,sun,70.84671127,10.44540396,70.84488847,10.35799038,70.84488847,10.43228638
Tehran,2026-07-15T02:30:00,moon,64.53086504,1.75752830,64.53044503,1.47771736,64.53044503,1.63910128
Tehran,2026-07-15T02:30:00,planet_mercury,76.78488390,11.23140678,76.78652632,11.14743556,76.78652632,11.21674183
Tehran,2026-07-15T02:30:00,planet_venus,50.39511905,-28.17670717,50.40023664,-28.17960965,50.40023664,-28.05661868
Tehran,2026-07-15T02:30:00,planet_mars,94.68438967,46.19842070,94.67714788,46.18450542,94.67714788,46.19806083
Tehran,2026-07-15T02:30:00,planet_jupiter,65.99261245,1.30009917,65.99317538,0.94477256,65.99317538,1.10613776
Tehran,2026-07-15T02:30:00,planet_saturn,193.76103786,57.10250718,193.75230169,57.09257058,193.75230169,57.10171915
Tehran,2026-07-15T02:30:00,planet_uranus,101.62001471,51.66555242,101.61638671,51.65708305,101.61638671,51.66826222
Tehran,2026-07-15T02:30:00,planet_neptune,208.35131488,51.31403927,208.34678204,51.30456910,208.34678204,51.31589008
Tehran,2026-07-15T02:30:00,moon_geocentric,64.53376133,2.73449339,64.53044503,1.47771736,64.53044503,1.63910128
Tromso,2026-07-15T02:30:00,sun,50.48136886,9.21282495,50.48057550,9.11573024,50.48057550,9.20944096
Tromso,2026-07-15T02:30:00,moon,40.57502400,5.99653055,40.57553566,5.85693175,40.57553566,5.99252980
Tromso,2026-07-15T02:30:00,planet_mercury,55.57895376,6.22997260,55.58053175,6.08895936,55.58053175,6.22064531
Tromso,2026-07-15T02:30:00,planet_venus,11.21313657,-9.54467681,11.21648326,-9.55035818,11.21648326,-9.37609737
Tromso,2026-07-15T02:30:00,planet_mars,90.78299043,23.90503502,90.78072700,23.87210757,90.78072700,23.90773505
Tromso,2026-07-15T02:30:00,planet_jupiter,40.76890194,4.90457456,40.77461740,4.74513250,40.77461740,4.90156077
Tromso,2026-07-15T02:30:00,planet_saturn,152.98161959,21.87899117,152.97650245,21.83700570,152.97650245,21.87629027
Tromso,2026-07-15T02:30:00,planet_uranus,98.42742473,25.42925836,98.42863826,25.39957387,98.42863826,25.43281167
Tromso,2026-07-15T02:30:00,planet_neptune,163.83497293,20.13698057,163.83038077,20.09419749,163.83038077,20.13715269
Tromso,2026-07-15T02:30:00,moon_geocentric,40.57647135,6.98097054,40.57553566,5.85693175,40.57553566,5.99252980
